209	193	183
209	250	244
209	254	251
209	263	254
209	267	250
209	271	267
209	284	263
209	297	271
209	342	306
209	354	342
209	387	354
209	393	387
209	514	506
209	520	514
209	526	520
209	529	526
209	532	529
209	573	532
209	580	573
209	584	580
209	621	584
209	644	621
209	646	644
209	649	644
209	678	649
209	683	646
209	685	678
209	698	685
209	701	698
209	733	701
209	754	733
209	790	754
209	794	790
209	829	823
209	836	829
209	848	794
209	864	848
209	881	864
209	897	881
209	905	897
209	925	905
209	933	925
209	938	933
209	978	938
209	980	978
209	1014	980
209	1024	1021
209	1032	1024
209	1040	1032
209	1071	1014
209	1086	1040
209	1094	1086
209	1101	1094
209	1109	1071
209	1114	1101
209	1125	1114
209	1128	1125
209	1157	1128
209	1186	1157
209	1200	1186
209	1218	1200
209	1228	1218
209	1235	1228
209	1238	1235
209	1245	1238
209	1256	1245
209	1264	1256
209	1297	1109
209	1310	1297
209	1320	1310
209	1328	1264
209	1334	1310
209	1348	1328
209	1356	1348
209	1364	1356
209	1368	1364
209	1380	1368
209	1436	1334
209	1444	1436
209	1486	1444
209	1555	1364
209	1640	1597
209	1643	1640
209	1670	1643
209	1686	1670
209	1706	1555
209	1715	1633
209	1720	1706
209	1728	1694
209	1746	1715
209	1865	1597
209	1890	1865
209	1924	1890
209	1936	1924
209	1947	1936
209	1973	1947
209	2029	2026
209	2045	2029
209	2064	2045
209	2125	2064
209	2136	2125
209	2195	2136
209	2247	2195
209	2260	2247
209	2276	2260
209	2330	2284
209	2341	2330
209	2355	2341
209	2357	2276
209	2369	2357
209	2375	2369
209	2378	2375
209	2383	2355
209	2389	2378
209	2398	2383
209	2403	2389
209	2405	2398
209	2415	2405
209	2438	2415
209	2441	2438
209	2465	2441
209	2477	2465
209	2479	2403
209	2484	2477
209	2518	2484
209	2538	2518
209	2559	2538
209	2572	2559
209	2583	2572
209	2593	2583
209	2603	2593
209	2631	2603
209	2642	2631
209	2655	2642
209	2678	2655
209	2684	2678
209	2687	2684
209	2726	2687
209	2729	2726
209	2740	2729
209	2743	2723
209	2767	2743
209	2770	2767
209	2806	2793
209	2832	2819
209	2888	2878
209	2896	2888
209	2904	2888
209	2943	2927
209	2986	2984
